ID,E,N,Z,Xa,Huyen,Tinh,QSH,QCN,QTM-DV,QRE1,Qi,KS,QSP,QT,fT,QAN,fAN,QAQ,fAQ,QRE2,QNN,QRE3,Qs,fs,Ws,Qg,fg,Wg,Qr,fr,Wr,Wru,WSCI1,WSCI2,WSC3
X1312,105.73,9.66068,2,Hưng Phú,Mỹ Tú,Sóc Trăng,937.000,47.000,141.000,1125.000,941.000,1.120,1053.490,770819.178,0.005,457.491,1,122400,0.001,5559,893676.669,888117.669,89367666.9,0,8936.767,71494.134,0.002,142.988,1369863.014,0.05,68493.151,77572.906,0.936,0.19,0.087
X1313,105.954,9.67452,2,Phú Tân,Châu Thành,Sóc Trăng,1414.000,71.000,212.000,1697.000,211.000,1.120,235.910,93942.637,0.005,1146.222,1,52273.973,0.001,3365,147362.832,143997.832,14736283.18,0,1473.628,11789.027,0.002,23.578,1369863.014,0.05,68493.151,69990.357,0.139,0.07,0.486
X1314,106.051,9.67829,2,Phú Hữu,Long Phú,Sóc Trăng,527.000,26.000,79.000,633.000,410.000,1.120,458.970,52037.158,0.005,280.565,1,16315.068,0.001,1190,68632.791,67442.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.725,0.386,1.026
X1315,106.286,9.68616,2,Thanh Sơn,Trà Cú,Trà Vinh,808.000,40.000,121.000,970.000,154.000,1.120,172.170,43461.431,0.005,840.2,1,29296.804,0.001,2057,73598.434,71541.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.177,0.084,0.968
X1316,105.852,9.67657,2,Thiện Mỹ,Châu Thành,Sóc Trăng,796.000,40.000,119.000,955.000,479.000,1.120,536.910,93942.637,0.005,1146.222,1,52273.973,0.001,2623,147362.832,144739.832,14736283.18,0,1473.628,11789.027,0.002,23.578,1369863.014,0.05,68493.151,69990.357,0.562,0.205,0.484
X1317,105.639,9.65226,2,Long Phú,Long Mỹ,Hậu Giang,824.000,41.000,124.000,988.000,192.000,1.120,215.310,48170.258,0.005,788.538,1,39711.781,0.001,2057,88670.577,86613.577,88670577.45,0,8867.058,70936.462,0.002,141.873,1369863.014,0.05,68493.151,77502.081,0.218,0.105,0.895
X1318,106.262,9.68876,2,Trà Cú,Trà Cú,Trà Vinh,716.000,36.000,107.000,859.000,164.000,1.120,183.250,43461.431,0.005,840.2,1,29296.804,0.001,1946,73598.434,71652.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.213,0.094,0.966
X1319,106.433,9.66818,2,Ngũ Lạc,Duyên Hải,Trà Vinh,1860.000,93.000,279.000,2232.000,286.000,1.120,320.800,14488.301,0.005,517.717,1,406475.716,0.001,3229,421481.734,418252.734,42148173.41,0,4214.817,33718.539,0.002,67.437,1369863.014,0.05,68493.151,72775.405,0.144,0.099,0.174
X1320,106.381,9.66273,2,Đôn Châu,Trà Cú,Trà Vinh,1379.000,69.000,207.000,1654.000,269.000,1.120,300.830,43461.431,0.005,840.2,1,29296.804,0.001,2741,73598.434,70857.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.182,0.11,0.977
X1321,105.57,9.67491,2,Long Mỹ,Long Mỹ,Hậu Giang,2652.000,133.000,398.000,3182.000,101.000,1.120,113.180,48170.258,0.005,788.538,1,39711.781,0.001,4251,88670.577,84419.577,88670577.45,0,8867.058,70936.462,0.002,141.873,1369863.014,0.05,68493.151,77502.081,0.036,0.027,0.918
X1322,106.279,9.65907,2,Hàm Giang,Trà Cú,Trà Vinh,756.000,38.000,113.000,907.000,144.000,1.120,161.320,43461.431,0.005,840.2,1,29296.804,0.001,1994,73598.434,71604.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.178,0.081,0.967
X1323,106.147,9.67296,2,Cù Lao Dung,Cù Lao Dung,Sóc Trăng,581.000,29.000,87.000,697.000,195.000,1.120,218.610,57790.240,0.005,194.756,1,170794.521,0.001,1352,228779.516,227427.516,22877951.58,0,2287.795,18302.361,0.002,36.605,1369863.014,0.05,68493.151,70817.551,0.314,0.162,0.311
X1324,106.344,9.64438,2,Đôn Xuân,Trà Cú,Trà Vinh,1573.000,79.000,236.000,1888.000,272.000,1.120,304.490,43461.431,0.005,840.2,1,29296.804,0.001,2975,73598.434,70623.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.161,0.102,0.98
X1325,104.977,9.6305,2,Đông Hưng,An Minh,Kiên Giang,1001.000,50.000,150.000,1201.000,88.000,1.120,98.060,33847.890,0.005,178.88,1,2091057.534,0.001,3640,2125084.305,2121444.305,2125084305,0,212508.43,1700067.444,0.002,3400.135,1369863.014,0.05,68493.151,284401.716,0.082,0.027,0.134
X1326,106.082,9.62695,2,Tân Hưng,Long Phú,Sóc Trăng,969.000,48.000,145.000,1163.000,238.000,1.120,266.930,52037.158,0.005,280.565,1,16315.068,0.001,1720,68632.791,66912.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.23,0.155,1.034
X1327,105.921,9.64581,2,An Hiệp,Châu Thành,Sóc Trăng,1688.000,84.000,253.000,2025.000,324.000,1.120,362.730,93942.637,0.005,1146.222,1,52273.973,0.001,3693,147362.832,143669.832,14736283.18,0,1473.628,11789.027,0.002,23.578,1369863.014,0.05,68493.151,69990.357,0.179,0.098,0.487
X1328,105.843,9.63472,2,Mỹ Hương,Mỹ Tú,Sóc Trăng,888.000,44.000,133.000,1065.000,434.000,1.120,485.680,770819.178,0.005,457.491,1,122400,0.001,5499,893676.669,888177.669,89367666.9,0,8936.767,71494.134,0.002,142.988,1369863.014,0.05,68493.151,77572.906,0.456,0.088,0.087
X1329,106.272,9.62427,2,Định An,Trà Cú,Trà Vinh,414.000,21.000,62.000,497.000,319.000,1.120,357.000,43461.431,0.005,840.2,1,29296.804,0.001,1584,73598.434,72014.434,7359843.44,0,735.984,5887.875,0.002,11.776,1369863.014,0.05,68493.151,69240.911,0.718,0.225,0.961
X1330,105.506,9.61834,2,Xà Phiên,Long Mỹ,Hậu Giang,1347.000,67.000,202.000,1616.000,81.000,1.120,91.220,48170.258,0.005,788.538,1,39711.781,0.001,2685,88670.577,85985.577,88670577.45,0,8867.058,70936.462,0.002,141.873,1369863.014,0.05,68493.151,77502.081,0.056,0.034,0.901
X1331,106.496,9.63969,2,Duyên Hải,Duyên Hải,Trà Vinh,895.000,45.000,134.000,1074.000,302.000,1.120,338.430,14488.301,0.005,517.717,1,406475.716,0.001,2071,421481.734,419410.734,42148173.41,0,4214.817,33718.539,0.002,67.437,1369863.014,0.05,68493.151,72775.405,0.315,0.163,0.174
X1332,105.722,9.58748,2,Mỹ Phước,Mỹ Tú,Sóc Trăng,1332.000,67.000,200.000,1598.000,473.000,1.120,529.420,770819.178,0.005,457.491,1,122400,0.001,6032,893676.669,887644.669,89367666.9,0,8936.767,71494.134,0.002,142.988,1369863.014,0.05,68493.151,77572.906,0.331,0.088,0.087
X1333,105.954,9.61949,2,7,Long My,Sóc Trăng,983.000,49.000,147.000,1179.000,194.000,1.120,217.710,11015.442,0.005,140.94,1,7740.971,0.001,1383,18897.353,17514.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.185,0.157,3.922
X1334,106.43,9.60121,2,Long Khánh,Duyên Hải,Trà Vinh,792.000,40.000,119.000,950.000,249.000,1.120,278.340,14488.301,0.005,517.717,1,406475.716,0.001,1947,421481.734,419534.734,42148173.41,0,4214.817,33718.539,0.002,67.437,1369863.014,0.05,68493.151,72775.405,0.293,0.143,0.173
X1335,105.643,9.60155,2,Long Tân,Ngã Năm,Sóc Trăng,874.000,175.000,131.000,1180.000,430.000,1.120,482.100,74916.591,0.005,459.5,1,108858.447,0.001,2123,184234.538,182111.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.409,0.227,0.386
X1336,105.973,9.605,2,1,Long My,Sóc Trăng,613.000,31.000,92.000,736.000,220.000,1.120,246.880,11015.442,0.005,140.94,1,7740.971,0.001,940,18897.353,17957.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.335,0.263,3.825
X1337,105.477,9.53693,2,Ninh Hòa,Hồng Dân,Bạc Liêu,1159.000,58.000,174.000,1391.000,222.000,1.120,248.450,43784.688,0.005,1494.416,1,981625.571,0.001,4086,1026904.674,1022818.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.179,0.061,0.077
X1338,105.951,9.57579,2,10,Long My,Sóc Trăng,558.000,28.000,84.000,670.000,276.000,1.120,308.910,11015.442,0.005,140.94,1,7740.971,0.001,874,18897.353,18023.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.461,0.353,3.811
X1339,105.209,9.53393,2,Tân Thuận,Vĩnh Thuận,Kiên Giang,940.000,47.000,141.000,1128.000,92.000,1.120,102.880,59086.758,0.005,295.243,1,1593150.685,0.001,3312,1652532.686,1649220.686,1652532686,0,165253.269,1322026.149,0.002,2644.052,1369863.014,0.05,68493.151,236390.472,0.091,0.031,0.143
X1340,104.939,9.62023,2,Thứ Mười Một,An Minh,Kiên Giang,677.000,34.000,102.000,812.000,70.000,1.120,78.150,33847.890,0.005,178.88,1,2091057.534,0.001,3251,2125084.305,2121833.305,2125084305,0,212508.43,1700067.444,0.002,3400.135,1369863.014,0.05,68493.151,284401.716,0.096,0.024,0.134
X1341,105.325,9.57958,2,Vĩnh Lộc A,Hồng Dân,Bạc Liêu,969.000,48.000,145.000,1163.000,192.000,1.120,214.650,43784.688,0.005,1494.416,1,981625.571,0.001,3858,1026904.674,1023046.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.185,0.056,0.077
X1342,106.045,9.60253,2,Tân Thạnh,Long Phú,Sóc Trăng,813.000,41.000,122.000,976.000,287.000,1.120,320.930,52037.158,0.005,280.565,1,16315.068,0.001,1533,68632.791,67099.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.329,0.209,1.031
X1343,105.96,9.5957,2,2,Long My,Sóc Trăng,2692.000,135.000,404.000,3230.000,218.000,1.120,243.730,11015.442,0.005,140.94,1,7740.971,0.001,3434,18897.353,15463.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.075,0.071,4.442
X1344,105.57,9.57499,2,Vĩnh Quới,Ngã Năm,Sóc Trăng,1111.000,222.000,167.000,1499.000,730.000,1.120,817.390,74916.591,0.005,459.5,1,108858.447,0.001,2442,184234.538,181792.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.545,0.335,0.387
X1345,106.122,9.58042,2,Long Phú,Long Phú,Sóc Trăng,1311.000,66.000,197.000,1574.000,314.000,1.120,351.290,52037.158,0.005,280.565,1,16315.068,0.001,2131,68632.791,66501.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.223,0.165,1.04
X1346,105.255,9.57104,2,Vĩnh Bình Nam,Vĩnh Thuận,Kiên Giang,926.000,46.000,139.000,1111.000,0.000,1.120,0.450,59086.758,0.005,295.243,1,1593150.685,0.001,3295,1652532.686,1649237.686,1652532686,0,165253.269,1322026.149,0.002,2644.052,1369863.014,0.05,68493.151,236390.472,0,0,0.143
X1347,106.004,9.60066,2,4,Long My,Sóc Trăng,1400.000,70.000,210.000,1680.000,218.000,1.120,244.010,11015.442,0.005,140.94,1,7740.971,0.001,1884,18897.353,17013.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.145,0.13,4.037
X1348,104.976,9.57388,2,Đông Hưng B,An Minh,Kiên Giang,986.000,49.000,148.000,1183.000,30.000,1.120,34.000,33847.890,0.005,178.88,1,2091057.534,0.001,3622,2125084.305,2121462.305,2125084305,0,212508.43,1700067.444,0.002,3400.135,1369863.014,0.05,68493.151,284401.716,0.029,0.009,0.134
X1349,105.974,9.58466,2,3,Long My,Sóc Trăng,2520.000,126.000,378.000,3024.000,236.000,1.120,263.940,11015.442,0.005,140.94,1,7740.971,0.001,3228,18897.353,15669.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.087,0.082,4.383
X1350,105.385,9.56205,2,Vĩnh Lộc,Hồng Dân,Bạc Liêu,1102.000,55.000,165.000,1323.000,240.000,1.120,268.720,43784.688,0.005,1494.416,1,981625.571,0.001,4018,1026904.674,1022886.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.203,0.067,0.077
X1351,105.998,9.58532,2,9,Long My,Sóc Trăng,925.000,46.000,139.000,1110.000,227.000,1.120,254.160,11015.442,0.005,140.94,1,7740.971,0.001,1314,18897.353,17583.353,1889735.345,0,188.974,1511.788,0.002,3.024,1369863.014,0.05,68493.151,68685.148,0.229,0.193,3.906
X1352,105.811,9.56094,2,Mỹ Thuận,Mỹ Tú,Sóc Trăng,803.000,40.000,120.000,963.000,461.000,1.120,516.170,770819.178,0.005,457.491,1,122400,0.001,5397,893676.669,888279.669,89367666.9,0,8936.767,71494.134,0.002,142.988,1369863.014,0.05,68493.151,77572.906,0.536,0.096,0.087
X1353,105.446,9.5777,2,Ngan Dừa,Hồng Dân,Bạc Liêu,1180.000,59.000,177.000,1416.000,126.000,1.120,140.830,43784.688,0.005,1494.416,1,981625.571,0.001,4111,1026904.674,1022793.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.099,0.034,0.077
X1354,105.607,9.56882,2,Ngã Năm,Ngã Năm,Sóc Trăng,8849.000,1770.000,1327.000,11946.000,214.000,1.120,239.370,74916.591,0.005,459.5,1,108858.447,0.001,12889,184234.538,171345.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.02,0.019,0.411
X1355,105.883,9.55916,2,Phú Mỹ,Mỹ Tú,Sóc Trăng,1237.000,62.000,186.000,1485.000,489.000,1.120,547.260,770819.178,0.005,457.491,1,122400,0.001,5919,893676.669,887757.669,89367666.9,0,8936.767,71494.134,0.002,142.988,1369863.014,0.05,68493.151,77572.906,0.369,0.092,0.087
X1356,105.529,9.55716,2,Ninh Quới,Hồng Dân,Bạc Liêu,1379.000,69.000,207.000,1655.000,578.000,1.120,647.690,43784.688,0.005,1494.416,1,981625.571,0.001,4350,1026904.674,1022554.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.391,0.149,0.077
X1357,106.162,9.55069,2,Đại Ân 2,Long Phú,Sóc Trăng,890.000,44.000,133.000,1068.000,179.000,1.120,200.630,52037.158,0.005,280.565,1,16315.068,0.001,1625,68632.791,67007.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.188,0.123,1.033
X1358,104.871,9.53873,2,Vân Khánh Tây,An Minh,Kiên Giang,596.000,30.000,89.000,716.000,423.000,1.120,473.410,33847.890,0.005,178.88,1,2091057.534,0.001,3155,2125084.305,2121929.305,2125084305,0,212508.43,1700067.444,0.002,3400.135,1369863.014,0.05,68493.151,284401.716,0.661,0.15,0.134
X1359,105.63,9.53441,2,Long Bình,Ngã Năm,Sóc Trăng,729.000,146.000,109.000,984.000,515.000,1.120,576.980,74916.591,0.005,459.5,1,108858.447,0.001,1927,184234.538,182307.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.586,0.299,0.386
X1360,106.247,9.52952,2,An Thạnh Nam,Cù Lao Dung,Sóc Trăng,628.000,31.000,94.000,754.000,337.000,1.120,377.340,57790.240,0.005,194.756,1,170794.521,0.001,1409,228779.516,227370.516,22877951.58,0,2287.795,18302.361,0.002,36.605,1369863.014,0.05,68493.151,70817.551,0.5,0.268,0.311
X1361,105.042,9.49862,2,Biển Bạch,Thới Bình,Cà Mau,659.000,33.000,99.000,791.000,220.000,1.120,246.660,49904.914,0.005,309.786,1,1620328.767,0.001,2971,1670543.467,1667572.467,167054346.7,0,16705.435,133643.477,0.002,267.287,1369863.014,0.05,68493.151,85465.872,0.312,0.083,0.051
X1362,105.772,9.52088,2,Lâm Tân,Thanh Trì,Sóc Trăng,616.000,31.000,92.000,739.000,252.000,1.120,282.480,81076.027,0.005,467.764,1,135978.082,0.001,1748,217521.873,215773.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.382,0.162,0.328
X1363,105.579,9.52018,2,Vĩnh Biên,Ngã Năm,Sóc Trăng,1428.000,286.000,214.000,1927.000,798.000,1.120,893.930,74916.591,0.005,459.5,1,108858.447,0.001,2870,184234.538,181364.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.464,0.311,0.388
X1364,105.569,9.45259,2,Mỹ Quới,Ngã Năm,Sóc Trăng,844.000,169.000,127.000,1140.000,581.000,1.120,650.420,74916.591,0.005,459.5,1,108858.447,0.001,2083,184234.538,182151.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.571,0.312,0.386
X1365,106.113,9.47856,2,Liêu Tú,Long Phú,Sóc Trăng,1108.000,55.000,166.000,1329.000,195.000,1.120,218.230,52037.158,0.005,280.565,1,16315.068,0.001,1886,68632.791,66746.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.164,0.116,1.037
X1366,105.701,9.50824,2,Thạnh Tân,Thanh Trì,Sóc Trăng,819.000,41.000,123.000,982.000,796.000,1.120,891.660,81076.027,0.005,467.764,1,135978.082,0.001,1991,217521.873,215530.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.908,0.448,0.328
X1367,106.062,9.51934,2,Viên An,Mỹ Xuyên,Sóc Trăng,987.000,197.000,148.000,1332.000,341.000,1.120,382.340,27682.675,0.005,295.889,1,421068.493,0.001,2187,449047.057,446860.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.287,0.175,0.163
X1368,105.344,9.46717,2,Ninh Thạnh Lợi,Hồng Dân,Bạc Liêu,971.000,49.000,146.000,1165.000,426.000,1.120,476.940,43784.688,0.005,1494.416,1,981625.571,0.001,3860,1026904.674,1023044.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.409,0.124,0.077
X1369,105.818,9.51445,2,Lâm Kiết,Thanh Trì,Sóc Trăng,512.000,26.000,77.000,615.000,243.000,1.120,272.520,81076.027,0.005,467.764,1,135978.082,0.001,1624,217521.873,215897.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.443,0.168,0.327
X1370,106.079,9.48582,2,Viên Bình,Mỹ Xuyên,Sóc Trăng,878.000,176.000,132.000,1185.000,252.000,1.120,281.920,27682.675,0.005,295.889,1,421068.493,0.001,2040,449047.057,447007.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.238,0.138,0.163
X1371,106.019,9.49195,2,Thạnh Thới An,Mỹ Xuyên,Sóc Trăng,1184.000,237.000,178.000,1598.000,405.000,1.120,453.600,27682.675,0.005,295.889,1,421068.493,0.001,2453,449047.057,446594.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.284,0.185,0.164
X1372,105.255,9.50874,2,Vĩnh Thuận,Vĩnh Thuận,Kiên Giang,1260.000,63.000,189.000,1512.000,12.000,1.120,13.700,59086.758,0.005,295.243,1,1593150.685,0.001,3696,1652532.686,1648836.686,1652532686,0,165253.269,1322026.149,0.002,2644.052,1369863.014,0.05,68493.151,236390.472,0.009,0.004,0.143
X1373,105.182,9.48866,2,Vĩnh Thuận,Vĩnh Thuận,Kiên Giang,1260.000,63.000,189.000,1512.000,168.000,1.120,188.200,59086.758,0.005,295.243,1,1593150.685,0.001,3696,1652532.686,1648836.686,1652532686,0,165253.269,1322026.149,0.002,2644.052,1369863.014,0.05,68493.151,236390.472,0.124,0.051,0.143
X1374,105.989,9.46929,2,Thạnh Thới Thuận,Mỹ Xuyên,Sóc Trăng,993.000,199.000,149.000,1341.000,368.000,1.120,412.400,27682.675,0.005,295.889,1,421068.493,0.001,2196,449047.057,446851.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.308,0.188,0.163
X1375,106.148,9.46514,2,Lịch Hội Thượng,Long Phú,Sóc Trăng,1268.000,63.000,190.000,1522.000,220.000,1.120,246.520,52037.158,0.005,280.565,1,16315.068,0.001,2079,68632.791,66553.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.162,0.119,1.04
X1376,106.183,9.49048,2,Trung Bình,Long Phú,Sóc Trăng,1255.000,63.000,188.000,1505.000,238.000,1.120,266.490,52037.158,0.005,280.565,1,16315.068,0.001,2062,68632.791,66570.791,6863279.073,0,686.328,5490.623,0.002,10.981,1369863.014,0.05,68493.151,69190.46,0.177,0.129,1.039
X1377,104.849,9.44638,2,Khánh Tiến,U Minh,Cà Mau,1225.000,61.000,184.000,1470.000,366.000,1.120,409.750,111654.827,0.005,439.17,1,1191170.254,0.001,3659,1303264.252,1299605.252,130326425.2,0,13032.643,104261.14,0.002,208.522,1369863.014,0.05,68493.151,81734.315,0.279,0.112,0.063
X1378,105.519,9.49829,2,Ninh Quới A,Hồng Dân,Bạc Liêu,1930.000,96.000,289.000,2316.000,654.000,1.120,732.010,43784.688,0.005,1494.416,1,981625.571,0.001,5011,1026904.674,1021893.674,102690467.4,0,10269.047,82152.374,0.002,164.305,1369863.014,0.05,68493.151,78926.502,0.316,0.146,0.077
X1379,105.854,9.49203,2,Thạnh Phú,Mỹ Xuyên,Sóc Trăng,2454.000,491.000,368.000,3313.000,440.000,1.120,493.020,27682.675,0.005,295.889,1,421068.493,0.001,4168,449047.057,444879.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.149,0.118,0.164
X1380,105.746,9.48361,2,Tuân Tức,Thanh Trì,Sóc Trăng,827.000,41.000,124.000,992.000,234.000,1.120,262.420,81076.027,0.005,467.764,1,135978.082,0.001,2001,217521.873,215520.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.265,0.131,0.328
X1381,105.594,9.47965,2,Mỹ Bình,Ngã Năm,Sóc Trăng,776.000,155.000,116.000,1048.000,496.000,1.120,555.260,74916.591,0.005,459.5,1,108858.447,0.001,1991,184234.538,182243.538,18423453.81,0,1842.345,14738.763,0.002,29.478,1369863.014,0.05,68493.151,70364.974,0.53,0.279,0.386
X1382,105.942,9.46504,2,Ngọc Đông,Mỹ Xuyên,Sóc Trăng,1182.000,236.000,177.000,1596.000,336.000,1.120,376.080,27682.675,0.005,295.889,1,421068.493,0.001,2451,449047.057,446596.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.236,0.153,0.164
X1383,105.646,9.46846,2,Vĩnh Thành,Thanh Trì,Sóc Trăng,457.000,23.000,69.000,549.000,529.000,1.120,592.370,81076.027,0.005,467.764,1,135978.082,0.001,1558,217521.873,215963.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,1.079,0.38,0.327
X1384,105.085,9.42706,2,Biển Bạch Đông,Thới Bình,Cà Mau,1028.000,51.000,154.000,1234.000,298.000,1.120,333.300,49904.914,0.005,309.786,1,1620328.767,0.001,3414,1670543.467,1667129.467,167054346.7,0,16705.435,133643.477,0.002,267.287,1369863.014,0.05,68493.151,85465.872,0.27,0.098,0.051
X1385,105.795,9.44734,2,Thạnh Quới,Mỹ Xuyên,Sóc Trăng,2794.000,559.000,419.000,3772.000,238.000,1.120,266.140,27682.675,0.005,295.889,1,421068.493,0.001,4627,449047.057,444420.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.071,0.058,0.164
X1386,105.46,9.45113,2,Phước Long,Phước Long,Bạc Liêu,2162.000,108.000,324.000,2595.000,65.000,1.120,72.620,27758.185,0.005,1113.005,1,923712.329,0.001,4771,952583.519,947812.519,95258351.87,0,9525.835,76206.681,0.002,152.413,1369863.014,0.05,68493.151,78171.399,0.028,0.015,0.082
X1387,105.702,9.45626,2,Thạnh Trị,Thanh Trì,Sóc Trăng,816.000,41.000,122.000,979.000,578.000,1.120,646.920,81076.027,0.005,467.764,1,135978.082,0.001,1988,217521.873,215533.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.661,0.325,0.328
X1388,105.89,9.44944,2,Hòa Tú 1,Mỹ Xuyên,Sóc Trăng,947.000,189.000,142.000,1278.000,255.000,1.120,285.290,27682.675,0.005,295.889,1,421068.493,0.001,2133,449047.057,446914.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.223,0.134,0.163
X1389,105.511,9.43188,2,Vĩnh Phú Đông,Phước Long,Bạc Liêu,1481.000,74.000,222.000,1777.000,826.000,1.120,924.840,27758.185,0.005,1113.005,1,923712.329,0.001,3953,952583.519,948630.519,95258351.87,0,9525.835,76206.681,0.002,152.413,1369863.014,0.05,68493.151,78171.399,0.52,0.234,0.082
X1390,105.15,9.4272,2,Trí Phải,Thới Bình,Cà Mau,1170.000,59.000,176.000,1404.000,241.000,1.120,269.980,49904.914,0.005,309.786,1,1620328.767,0.001,3584,1670543.467,1666959.467,167054346.7,0,16705.435,133643.477,0.002,267.287,1369863.014,0.05,68493.151,85465.872,0.192,0.075,0.051
X1391,105.391,9.41353,2,Phước Long,Phước Long,Bạc Liêu,2162.000,108.000,324.000,2595.000,1297.000,1.120,1452.720,27758.185,0.005,1113.005,1,923712.329,0.001,4771,952583.519,947812.519,95258351.87,0,9525.835,76206.681,0.002,152.413,1369863.014,0.05,68493.151,78171.399,0.56,0.304,0.082
X1392,105.856,9.43285,2,Gia Hòa 1,Mỹ Xuyên,Sóc Trăng,867.000,173.000,130.000,1170.000,217.000,1.120,243.140,27682.675,0.005,295.889,1,421068.493,0.001,2025,449047.057,447022.057,44904705.73,0,4490.471,35923.765,0.002,71.848,1369863.014,0.05,68493.151,73055.469,0.208,0.12,0.163
X1393,105.738,9.42107,2,Phú Lộc,Thanh Trì,Sóc Trăng,1503.000,75.000,225.000,1803.000,388.000,1.120,434.340,81076.027,0.005,467.764,1,135978.082,0.001,2812,217521.873,214709.873,21752187.32,0,2175.219,17401.75,0.002,34.803,1369863.014,0.05,68493.151,70703.173,0.241,0.154,0.329
X1394,106.068,9.42233,2,Hòa Đông,Vĩnh Châu,Sóc Trăng,1256.000,251.000,188.000,1695.000,271.000,1.120,303.200,19030.137,0.005,133.25,1,895681.196,0.001,2819,914844.583,912025.583,91484458.25,0,9148.446,73187.567,0.002,146.375,1369863.014,0.05,68493.151,77787.972,0.179,0.108,0.085
X1395,105.541,9.39864,2,Hưng Phú,Phước Long,Bạc Liêu,1601.000,80.000,240.000,1921.000,701.000,1.120,784.570,27758.185,0.005,1113.005,1,923712.329,0.001,4097,952583.519,948486.519,95258351.87,0,9525.835,76206.681,0.002,152.413,1369863.014,0.05,68493.151,78171.399,0.408,0.191,0.082
