ID,E,N,Z,Xa,Huyen,Tinh,QSH,QCN,QTM-DV,QRE1,Qi,KS,QSP,QT,fT,QAN,fAN,QAQ,fAQ,QRE2,QNN,QRE3,Qs,fs,Ws,Qg,fg,Wg,Qr,fr,Wr,Wru,WSCI1,WSCI2,WSC3
X1,105.552,10.8725,2,Tân Thành A,Tân Hồng,Đồng Tháp,804.000,40.000,121.000,964.000,188.000,1.120,210.800,204580.984,0.005,653.889,1,19360.731,0.001,2660,224595.603,221935.603,224595603.3,0,22459.56,179676.483,0.002,359.353,1369863.014,0.05,68493.151,91312.064,0.219,0.079,0.411
X2,105.815,10.8663,2,Vĩnh Bình,Vĩnh Hưng,Long An,321.000,16.000,48.000,385.000,185.000,1.120,207.500,176397.995,0.005,256.933,1,14028.493,0.001,1538,190683.422,189145.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.539,0.135,0.465
X3,106.298,10.8757,2,Mỹ Thạnh Đông,Đức Huệ,Long An,1170.000,234.000,176.000,1580.000,365.000,1.120,408.800,144704.128,0.005,505.062,1,4369.863,0.001,2813,149579.052,146766.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.259,0.145,0.57
X4,105.789,10.8867,2,Vĩnh Hưng,Vĩnh Hưng,Long An,1062.000,53.000,159.000,1274.000,186.000,1.120,208.620,176397.995,0.005,256.933,1,14028.493,0.001,2427,190683.422,188256.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.164,0.086,0.467
X5,105.268,10.8323,2,Thường Thới Tiền,Hồng Ngự,Đồng Tháp,1795.000,359.000,269.000,2423.000,969.000,1.120,1085.500,94023.973,0.005,418.5,1,16397.26,0.001,3328,110839.733,107511.733,110839732.9,0,11083.973,88671.786,0.002,177.344,1369863.014,0.05,68493.151,79754.468,0.448,0.326,0.742
X6,105.697,10.8349,2,Vĩnh Thạnh,Tân Hưng,Long An,615.000,31.000,92.000,738.000,378.000,1.120,423.720,212376.234,0.005,115.586,1,4594.521,0.001,1920,217086.34,215166.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.574,0.221,0.421
X7,105.116,10.8357,2,Vĩnh Lộc,An Phú,An Giang,1159.000,58.000,174.000,1391.000,5.000,1.120,5.950,43870.325,0.005,78.929,1,7632.094,0.001,1697,51581.347,49884.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.004,0.004,1.478
X8,105.453,10.7514,2,Phú Thành B,Tam Nông,Đồng Tháp,433.000,22.000,65.000,519.000,208.000,1.120,232.510,193972.374,0.005,210.533,1,30164.384,0.001,1730,224347.291,222617.291,224347291.3,0,22434.729,179477.833,0.002,358.956,1369863.014,0.05,68493.151,91286.835,0.448,0.134,0.41
X9,106.004,10.6217,2,Nhơn Hòa,Tân Thành,Long An,251.000,13.000,38.000,301.000,167.000,1.120,186.870,206049.740,0.005,179.387,1,10255.186,0.001,1521,216484.312,214963.312,216484312.3,0,21648.431,173187.45,0.002,346.375,1369863.014,0.05,68493.151,90487.957,0.621,0.123,0.421
X10,106.328,10.6338,2,Mỹ Lạc,Thủ Thừa,Long An,766.000,38.000,115.000,920.000,436.000,1.120,487.980,102840.934,0.005,244.271,1,2910.854,0.001,1681,105996.059,104315.059,105996058.6,0,10599.606,84796.847,0.002,169.594,1369863.014,0.05,68493.151,79262.35,0.53,0.29,0.76
X11,105.477,10.6291,2,Phú Lợi,Thanh Bình,Đồng Tháp,567.000,28.000,85.000,681.000,272.000,1.120,305.090,141401.538,0.005,269.8,1,14794.521,0.001,1673,156465.859,154792.859,156465859,0,15646.586,125172.687,0.002,250.345,1369863.014,0.05,68493.151,84390.082,0.448,0.182,0.545
X12,105.533,10.6279,2,Tân Mỹ,Thanh Bình,Đồng Tháp,836.000,42.000,125.000,1003.000,401.000,1.120,449.340,141401.538,0.005,269.8,1,14794.521,0.001,1995,156465.859,154470.859,156465859,0,15646.586,125172.687,0.002,250.345,1369863.014,0.05,68493.151,84390.082,0.448,0.225,0.546
X13,105.901,10.8237,2,Bình Tân,Mộc Hóa,Long An,265.000,13.000,40.000,318.000,216.000,1.120,241.720,99983.235,0.005,60.547,1,6366.341,0.001,885,106410.122,105525.122,106410122,0,10641.012,85128.098,0.002,170.256,1369863.014,0.05,68493.151,79304.419,0.76,0.273,0.752
X14,106.333,10.7918,2,Bình Hòa Nam,Đức Huệ,Long An,1092.000,218.000,164.000,1474.000,286.000,1.120,320.780,144704.128,0.005,505.062,1,4369.863,0.001,2707,149579.052,146872.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.218,0.118,0.57
X15,105.183,10.8139,2,Tân An,Tân Châu,An Giang,1636.000,327.000,245.000,2208.000,1.000,1.120,1.440,34120.272,0.005,171.886,1,6718.591,0.001,2557,41010.749,38453.749,41010748.73,0,4101.075,32808.599,0.002,65.617,1369863.014,0.05,68493.151,72659.843,0.001,0.001,1.89
X16,106.448,10.8262,2,Đức Hòa,Đức Hòa,Long An,1881.000,376.000,282.000,2539.000,394.000,1.120,440.810,53240.365,0.005,828.045,1,1537.378,0.001,3635,55605.788,51970.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.174,0.121,1.427
X17,105.264,10.7317,2,Phú Lâm,Phú Tân,An Giang,1124.000,56.000,169.000,1349.000,540.000,1.120,604.350,47758.212,0.005,259.156,1,5006.393,0.001,1852,53023.76,51171.76,53023759.82,0,5302.376,42419.008,0.002,84.838,1369863.014,0.05,68493.151,73880.365,0.448,0.326,1.444
X18,105.792,10.3848,2,Mỹ Long,Cao Lãnh,Đồng Tháp,1297.000,259.000,194.000,1750.000,700.000,1.120,784.000,162342.524,0.005,107.333,1,35159.817,0.001,2704,197609.674,194905.674,197609674.3,0,19760.967,158087.739,0.002,316.175,1369863.014,0.05,68493.151,88570.294,0.448,0.29,0.454
X19,105.599,10.426,2,Tân Thuận Đông,Cao Lanh,Đồng Tháp,1151.000,230.000,173.000,1554.000,12.000,1.120,13.840,12533.242,0.005,142.187,1,2630.137,0.001,1761,15305.566,13544.566,15305565.66,0,1530.557,12244.453,0.002,24.489,1369863.014,0.05,68493.151,70048.196,0.009,0.008,5.172
X20,106.754,10.3909,2,Kiểng Phước,Gò Công Đông,Tiền Giang,1954.000,391.000,293.000,2638.000,1055.000,1.120,1181.820,53873.409,0.005,930.667,1,39974.214,0.001,3878,94778.29,90900.29,9477828.955,0,947.783,7582.263,0.002,15.165,1369863.014,0.05,68493.151,69456.098,0.448,0.305,0.764
X21,106.503,10.4052,2,Quơn Long,Chợ Gạo,Tiền Giang,1042.000,52.000,156.000,1250.000,500.000,1.120,560.000,50304.521,0.005,1878.781,1,1249.315,0.001,3382,53432.617,50050.617,5343261.657,0,534.326,4274.609,0.002,8.549,1369863.014,0.05,68493.151,69036.026,0.448,0.166,1.379
X22,106.242,10.0995,2,Thanh Bình,Vũng Liêm,Vĩnh Long,1006.000,50.000,151.000,1208.000,844.000,1.120,944.960,76447.808,0.005,963.372,1,7809.863,0.001,2561,85221.043,82660.043,85221042.78,0,8522.104,68176.834,0.002,136.354,1369863.014,0.05,68493.151,77151.609,0.782,0.369,0.933
X23,106.009,10.1041,2,Hoà Lộc,Tam Bình,Vĩnh Long,769.000,38.000,115.000,923.000,559.000,1.120,626.230,107508.721,0.005,587.459,1,13222.24,0.001,2061,121318.42,119257.42,121318420.2,0,12131.842,97054.736,0.002,194.109,1369863.014,0.05,68493.151,80819.102,0.678,0.304,0.678
X24,105.729,10.1196,2,Tân Bình,Bình Tân,Vĩnh Long,1124.000,56.000,169.000,1349.000,587.000,1.120,657.140,128261.678,0.005,314.441,1,4136.488,0.001,2309,132712.607,130403.607,132712607.2,0,13271.261,106170.086,0.002,212.34,1369863.014,0.05,68493.151,81976.752,0.487,0.285,0.629
X25,105.281,10.1099,2,Tân Hiệp,Tân Hiệp,Kiên Giang,1810.000,91.000,272.000,2172.000,42.000,1.120,47.030,146028.471,0.005,908.244,1,2202.74,0.001,3813,149139.455,145326.455,149139455,0,14913.945,119311.564,0.002,238.623,1369863.014,0.05,68493.151,83645.719,0.022,0.012,0.576
X26,105.784,10.0931,2,Thành Lợi,Bình Tân,Vĩnh Long,1000.000,50.000,150.000,1200.000,466.000,1.120,522.210,128261.678,0.005,314.441,1,4136.488,0.001,2160,132712.607,130552.607,132712607.2,0,13271.261,106170.086,0.002,212.34,1369863.014,0.05,68493.151,81976.752,0.435,0.242,0.628
X27,106.496,10.0922,2,Hưng Nhượng,Giồng Trôm,Bến Tre,1061.000,53.000,159.000,1273.000,601.000,1.120,672.870,28732.029,0.005,1117.496,1,10176.125,0.001,2544,40025.65,37481.65,4002565.024,0,400.257,3202.052,0.002,6.404,1369863.014,0.05,68493.151,68899.811,0.529,0.264,1.838
X28,105.729,10.4246,2,Mỹ Hội,Cao Lãnh,Đồng Tháp,1230.000,246.000,185.000,1661.000,664.000,1.120,744.130,162342.524,0.005,107.333,1,35159.817,0.001,2615,197609.674,194994.674,197609674.3,0,19760.967,158087.739,0.002,316.175,1369863.014,0.05,68493.151,88570.294,0.448,0.285,0.454
X29,106.674,10.4111,2,Tân Trung,Gò Công Đông,Tiền Giang,1740.000,348.000,261.000,2348.000,939.000,1.120,1051.900,53873.409,0.005,930.667,1,39974.214,0.001,3588,94778.29,91190.29,9477828.955,0,947.783,7582.263,0.002,15.165,1369863.014,0.05,68493.151,69456.098,0.448,0.293,0.762
X30,106.479,10.4184,2,An Lục Long,Châu Thành,Long An,1309.000,65.000,196.000,1571.000,272.000,1.120,304.240,38018.661,0.005,0,1,39416.83,0.001,1801,77435.491,75634.491,77435491.19,0,7743.549,61948.393,0.002,123.897,1369863.014,0.05,68493.151,76360.597,0.194,0.169,1.01
X31,105.668,10.4263,2,Tịnh Thới,Cao Lanh,Đồng Tháp,1554.000,311.000,233.000,2098.000,839.000,1.120,939.900,12533.242,0.005,142.187,1,2630.137,0.001,2305,15305.566,13000.566,15305565.66,0,1530.557,12244.453,0.002,24.489,1369863.014,0.05,68493.151,70048.196,0.448,0.408,5.388
X32,106.561,10.4275,2,Thanh Vĩnh Đông,Châu Thành,Long An,632.000,32.000,95.000,758.000,397.000,1.120,444.180,38018.661,0.005,0,1,39416.83,0.001,988,77435.491,76447.491,77435491.19,0,7743.549,61948.393,0.002,123.897,1369863.014,0.05,68493.151,76360.597,0.586,0.45,0.999
X33,106.403,10.2897,2,An Phước,Châu Thành,Bến Tre,438.000,22.000,66.000,525.000,1352.000,1.120,1513.870,22440.078,0.005,406.314,1,7045.01,0.001,1051,29891.402,28840.402,2989140.235,0,298.914,2391.312,0.002,4.783,1369863.014,0.05,68493.151,68796.847,2.884,1.44,2.385
X34,106.548,10.2456,2,Vang Quới Đông,Bình Đại,Bến Tre,488.000,24.000,73.000,586.000,768.000,1.120,859.940,12538.014,0.005,357.48,1,323013.699,0.001,1329,335909.192,334580.192,33590919.23,0,3359.092,26872.735,0.002,53.745,1369863.014,0.05,68493.151,71905.988,1.467,0.647,0.215
X35,105.416,10.2372,2,Thạnh Mỹ,Vĩnh Thạnh,Cần Thơ,1144.000,343.000,172.000,1659.000,925.000,1.120,1036.020,268002.435,0.005,1176.317,1,20785.388,0.001,4196,289964.14,285768.14,289964140.1,0,28996.414,231971.312,0.002,463.943,1369863.014,0.05,68493.151,97953.507,0.624,0.247,0.343
X36,106.635,10.3836,2,Thành Công,Gò Công Tây,Tiền Giang,599.000,120.000,90.000,809.000,324.000,1.120,362.430,69295.401,0.005,1671.773,1,15686.888,0.001,2843,86654.063,83811.063,8665406.296,0,866.541,6932.325,0.002,13.865,1369863.014,0.05,68493.151,69373.556,0.448,0.127,0.828
X37,106.524,10.3882,2,Bình Phục Nhứt,Chợ Gạo,Tiền Giang,1241.000,62.000,186.000,1489.000,596.000,1.120,667.070,50304.521,0.005,1878.781,1,1249.315,0.001,3621,53432.617,49811.617,5343261.657,0,534.326,4274.609,0.002,8.549,1369863.014,0.05,68493.151,69036.026,0.448,0.184,1.386
X38,105.652,10.3949,2,Tân Mỹ,Lấp Vò,Đồng Tháp,836.000,42.000,125.000,1003.000,401.000,1.120,449.340,94843.098,0.005,337.123,1,5412.013,0.001,1820,100592.234,98772.234,100592233.7,0,10059.223,80473.787,0.002,160.948,1369863.014,0.05,68493.151,78713.322,0.448,0.247,0.797
X39,106.536,10.0762,2,An Ngãi Trung,Ba Tri,Bến Tre,911.000,46.000,137.000,1093.000,962.000,1.120,1077.610,21041.382,0.005,1377.904,1,73472.305,0.001,2650,95891.591,93241.591,9589159.107,0,958.916,7671.327,0.002,15.343,1369863.014,0.05,68493.151,69467.409,0.986,0.407,0.745
X40,106.217,10.0825,2,Trung Thành Đông,Vũng Liêm,Vĩnh Long,472.000,24.000,71.000,567.000,936.000,1.120,1047.960,76447.808,0.005,963.372,1,7809.863,0.001,1920,85221.043,83301.043,85221042.78,0,8522.104,68176.834,0.002,136.354,1369863.014,0.05,68493.151,77151.609,1.848,0.546,0.926
X41,105.758,10.0704,2,An Thới,Bình Thủy,Cần Thơ,4353.000,1306.000,653.000,6312.000,310.000,1.120,346.680,24115.982,0.005,214.597,1,4767.123,0.001,6652,29097.702,22445.702,29097702.02,0,2909.77,23278.162,0.002,46.556,1369863.014,0.05,68493.151,71449.477,0.055,0.052,3.183
X42,106.371,10.0807,2,An Định,Mỏ Cày,Bến Tre,1048.000,52.000,157.000,1257.000,347.000,1.120,388.140,23136.651,0.005,2507.17,1,7488.584,0.001,3887,33132.406,29245.406,3313240.629,0,331.324,2650.593,0.002,5.301,1369863.014,0.05,68493.151,68829.776,0.309,0.1,2.354
X43,105.972,10.0629,2,Mỹ Thạnh Trung,Tam Bình,Vĩnh Long,1127.000,56.000,169.000,1352.000,619.000,1.120,692.790,107508.721,0.005,587.459,1,13222.24,0.001,2490,121318.42,118828.42,121318420.2,0,12131.842,97054.736,0.002,194.109,1369863.014,0.05,68493.151,80819.102,0.512,0.278,0.68
X44,105.411,10.0616,2,Thới Đông,Cờ Đỏ,Cần Thơ,828.000,249.000,124.000,1201.000,401.000,1.120,448.890,169767.808,0.005,590.648,1,71084.149,0.001,2712,241442.605,238730.605,241442604.9,0,24144.26,193154.084,0.002,386.308,1369863.014,0.05,68493.151,93023.719,0.374,0.166,0.39
X45,105.694,10.9674,2,Khánh Hưng,Vĩnh Hưng,Long An,752.000,38.000,113.000,902.000,217.000,1.120,242.700,176397.995,0.005,256.933,1,14028.493,0.001,2055,190683.422,188628.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.269,0.118,0.466
X46,105.745,10.7955,2,Vĩnh Lợi,Tân Hưng,Long An,502.000,25.000,75.000,603.000,183.000,1.120,204.490,212376.234,0.005,115.586,1,4594.521,0.001,1785,217086.34,215301.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.339,0.115,0.421
X47,105.348,10.8133,2,Hồng Ngự,Hồng Ngự,Đồng Tháp,1536.000,307.000,230.000,2073.000,829.000,1.120,928.700,94023.973,0.005,418.5,1,16397.26,0.001,2978,110839.733,107861.733,110839732.9,0,11083.973,88671.786,0.002,177.344,1369863.014,0.05,68493.151,79754.468,0.448,0.312,0.739
X48,105.386,10.7432,2,An Hòa,Tam Nông,Đồng Tháp,1048.000,52.000,157.000,1258.000,503.000,1.120,563.580,193972.374,0.005,210.533,1,30164.384,0.001,2469,224347.291,221878.291,224347291.3,0,22434.729,179477.833,0.002,358.956,1369863.014,0.05,68493.151,91286.835,0.448,0.228,0.411
X49,106.467,10.6109,2,Nhựt Chánh,Bến Lức,Long An,781.000,39.000,117.000,937.000,164.000,1.120,183.920,52155.875,0.005,273.341,1,1797.945,0.001,1473,54227.161,52754.161,54227161.38,0,5422.716,43381.729,0.002,86.763,1369863.014,0.05,68493.151,74002.63,0.196,0.125,1.403
X50,105.112,10.5859,2,Ô Long Vĩ,Châu Phú,An Giang,970.000,49.000,146.000,1165.000,309.000,1.120,345.810,97553.671,0.005,283.677,1,21731.507,0.001,1958,119568.855,117610.855,119568855,0,11956.886,95655.084,0.002,191.31,1369863.014,0.05,68493.151,80641.346,0.297,0.177,0.686
X51,106.605,10.6206,2,Phước Hậu,Cần Giuộc,Long An,1175.000,59.000,176.000,1410.000,296.000,1.120,331.530,17770.349,0.005,96.758,1,46621.005,0.001,1642,64488.111,62846.111,64488111.02,0,6448.811,51590.489,0.002,103.181,1369863.014,0.05,68493.151,75045.143,0.235,0.202,1.194
X52,106.15,10.602,2,Thạnh An,Thanh Hóa,Long An,1189.000,59.000,178.000,1426.000,115.000,1.120,129.280,127884.619,0.005,500.923,1,4273.973,0.001,2571,132659.514,130088.514,132659514.4,0,13265.951,106127.612,0.002,212.255,1369863.014,0.05,68493.151,81971.357,0.091,0.05,0.63
X53,105.859,10.5771,2,Tân Kiều,Tháp Mười,Đồng Tháp,970.000,48.000,145.000,1164.000,22.000,1.120,24.390,142004.215,0.005,327.662,1,9306.639,0.001,2211,151638.515,149427.515,151638515.1,0,15163.852,121310.812,0.002,242.622,1369863.014,0.05,68493.151,83899.624,0.021,0.011,0.561
X54,106.635,10.6114,2,Mỹ Lộc,Cần Giuộc,Long An,595.000,30.000,89.000,714.000,439.000,1.120,491.260,17770.349,0.005,96.758,1,46621.005,0.001,946,64488.111,63542.111,64488111.02,0,6448.811,51590.489,0.002,103.181,1369863.014,0.05,68493.151,75045.143,0.688,0.519,1.181
X55,106.238,10.2851,2,Qưới Thành,Châu Thành,Bến Tre,1189.000,59.000,178.000,1426.000,1658.000,1.120,1856.860,22440.078,0.005,406.314,1,7045.01,0.001,1952,29891.402,27939.402,2989140.235,0,298.914,2391.312,0.002,4.783,1369863.014,0.05,68493.151,68796.847,1.302,0.951,2.462
X56,105.666,10.2693,2,Hòa Long,Lai Vung,Đồng Tháp,1526.000,76.000,229.000,1832.000,733.000,1.120,820.740,86083.201,0.005,370.65,1,4739.726,0.001,2638,91193.577,88555.577,91193576.94,0,9119.358,72954.862,0.002,145.91,1369863.014,0.05,68493.151,77758.418,0.448,0.311,0.878
X57,106.669,10.2692,2,Phú Thạnh,Tân Phú Đông,Tiền Giang,643.000,32.000,96.000,771.000,308.000,1.120,345.410,26333.268,0.005,552.225,1,353001.957,0.001,1808,379887.45,378079.45,37988745.01,0,3798.875,30390.996,0.002,60.782,1369863.014,0.05,68493.151,72352.807,0.448,0.191,0.191
X58,105.768,10.2868,2,tx2,Sa Đéc,Đồng Tháp,1138.000,228.000,171.000,1537.000,615.000,1.120,688.580,14881.887,0.005,55.022,1,5808.219,0.001,1672,20745.129,19073.129,20745128.77,0,2074.513,16596.103,0.002,33.192,1369863.014,0.05,68493.151,70600.856,0.448,0.412,3.702
X59,104.632,10.2713,2,Kiên Lương,Hà Tiên,Kiên Giang,1088.000,54.000,163.000,1305.000,10.000,1.120,10.880,997.969,0.005,27.615,1,70433.521,0.001,1408,71459.106,70051.106,71459106.03,0,7145.911,57167.285,0.002,114.335,1369863.014,0.05,68493.151,75753.396,0.008,0.008,1.081
X60,106.398,10.2777,2,Phước Thạnh,Châu Thành,Bến Tre,977.000,49.000,147.000,1173.000,1033.000,1.120,1157.090,22440.078,0.005,406.314,1,7045.01,0.001,1699,29891.402,28192.402,2989140.235,0,298.914,2391.312,0.002,4.783,1369863.014,0.05,68493.151,68796.847,0.986,0.681,2.44
X61,105.75,11.0028,2,Hưng Điền A,Vĩnh Hưng,Long An,484.000,24.000,73.000,581.000,184.000,1.120,205.540,176397.995,0.005,256.933,1,14028.493,0.001,1734,190683.422,188949.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.354,0.119,0.465
X62,106.306,11.0074,2,Lộc Giang,Đức Hòa,Long An,416.000,83.000,62.000,561.000,212.000,1.120,237.170,53240.365,0.005,828.045,1,1537.378,0.001,1657,55605.788,53948.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.423,0.143,1.374
X63,106.333,10.9749,2,An Ninh Đông,Đức Hòa,Long An,686.000,137.000,103.000,926.000,200.000,1.120,223.750,53240.365,0.005,828.045,1,1537.378,0.001,2022,55605.788,53583.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.242,0.111,1.384
X64,105.794,10.9541,2,Thái Trị,Vĩnh Hưng,Long An,774.000,39.000,116.000,929.000,194.000,1.120,217.680,176397.995,0.005,256.933,1,14028.493,0.001,2082,190683.422,188601.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.234,0.105,0.466
X65,106.301,10.9657,2,An Ninh Tây,Đức Hòa,Long An,1133.000,227.000,170.000,1529.000,203.000,1.120,226.810,53240.365,0.005,828.045,1,1537.378,0.001,2625,55605.788,52980.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.148,0.086,1.399
X66,106.215,10.9655,2,Mỹ Quý Đông,Đức Huệ,Long An,1133.000,227.000,170.000,1529.000,184.000,1.120,205.530,144704.128,0.005,505.062,1,4369.863,0.001,2762,149579.052,146817.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.134,0.074,0.57
X67,106.39,10.9529,2,Tân Mỹ,Đức Hòa,Long An,1230.000,246.000,185.000,1661.000,209.000,1.120,234.130,53240.365,0.005,828.045,1,1537.378,0.001,2757,55605.788,52848.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.141,0.085,1.403
X68,105.651,10.9319,2,Hưng Hà,Tân Hưng,Long An,1437.000,72.000,216.000,1725.000,261.000,1.120,292.490,212376.234,0.005,115.586,1,4594.521,0.001,2907,217086.34,214179.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.17,0.101,0.423
X69,105.75,10.9275,2,Vĩnh Trị,Vĩnh Hưng,Long An,1096.000,55.000,164.000,1316.000,209.000,1.120,233.870,176397.995,0.005,256.933,1,14028.493,0.001,2469,190683.422,188214.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.178,0.095,0.467
X70,105.452,10.9277,2,Tân Hộ Cơ,Tân Hồng,Đồng Tháp,1421.000,71.000,213.000,1705.000,32.000,1.120,35.330,204580.984,0.005,653.889,1,19360.731,0.001,3401,224595.603,221194.603,224595603.3,0,22459.56,179676.483,0.002,359.353,1369863.014,0.05,68493.151,91312.064,0.021,0.01,0.413
X71,105.601,10.9328,2,Hưng Điền B,Tân Hưng,Long An,560.000,28.000,84.000,672.000,353.000,1.120,394.940,212376.234,0.005,115.586,1,4594.521,0.001,1854,217086.34,215232.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.588,0.213,0.421
X72,106.268,10.9327,2,Mỹ Thạnh Bắc,Đức Huệ,Long An,17575.000,3515.000,2636.000,23727.000,187.000,1.120,209.230,144704.128,0.005,505.062,1,4369.863,0.001,24960,149579.052,124619.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.009,0.008,0.672
X73,106.057,10.801,2,Bình Thạnh,Mộc Hóa,Long An,2542.000,127.000,381.000,3051.000,292.000,1.120,326.930,99983.235,0.005,60.547,1,6366.341,0.001,3618,106410.122,102792.122,106410122,0,10641.012,85128.098,0.002,170.256,1369863.014,0.05,68493.151,79304.419,0.107,0.09,0.772
X74,106.419,10.5277,2,3,Tân An,Long An,1533.000,460.000,230.000,2223.000,156.000,1.120,174.370,16169.321,0.005,297.686,1,2800,0.001,2604,19267.007,16663.007,19267007.11,0,1926.701,15413.606,0.002,30.827,1369863.014,0.05,68493.151,70450.679,0.078,0.067,4.228
X75,105.022,10.5299,2,Chi Lăng,Tịnh Biên,An Giang,1607.000,80.000,241.000,1929.000,9.000,1.120,9.850,53941.736,0.005,413.943,1,319.374,0.001,2613,54675.052,52062.052,54675052.45,0,5467.505,43740.042,0.002,87.48,1369863.014,0.05,68493.151,74048.136,0.005,0.004,1.422
X76,106.58,10.5183,2,Phước Tuy,Cần Đước,Long An,1209.000,60.000,181.000,1451.000,383.000,1.120,429.160,36722.164,0.005,189.832,1,29974.429,0.001,1854,66886.425,65032.425,66886425.19,0,6688.643,53509.14,0.002,107.018,1369863.014,0.05,68493.151,75288.811,0.296,0.231,1.158
X77,105.578,10.4922,2,11,Cao Lanh,Đồng Tháp,1729.000,346.000,259.000,2335.000,489.000,1.120,548.070,12533.242,0.005,142.187,1,2630.137,0.001,2542,15305.566,12763.566,15305565.66,0,1530.557,12244.453,0.002,24.489,1369863.014,0.05,68493.151,70048.196,0.235,0.216,5.488
X78,105.728,10.4704,2,Mỹ Thọ,Cao Lãnh,Đồng Tháp,334.000,67.000,50.000,451.000,180.000,1.120,202.050,162342.524,0.005,107.333,1,35159.817,0.001,1405,197609.674,196204.674,197609674.3,0,19760.967,158087.739,0.002,316.175,1369863.014,0.05,68493.151,88570.294,0.448,0.144,0.451
X79,106.716,10.4589,2,Tân Phước,Gò Công Đông,Tiền Giang,516.000,103.000,77.000,697.000,411.000,1.120,460.360,53873.409,0.005,930.667,1,39974.214,0.001,1937,94778.29,92841.29,9477828.955,0,947.783,7582.263,0.002,15.165,1369863.014,0.05,68493.151,69456.098,0.66,0.238,0.748
X80,105.901,10.5801,2,Tân Thành,Tân Thành,Long An,2652.000,133.000,398.000,3182.000,218.000,1.120,243.970,206049.740,0.005,179.387,1,10255.186,0.001,4402,216484.312,212082.312,216484312.3,0,21648.431,173187.45,0.002,346.375,1369863.014,0.05,68493.151,90487.957,0.077,0.055,0.427
X81,106.617,10.5924,2,Phước Lâm,Cần Giuộc,Long An,895.000,45.000,134.000,1074.000,147.000,1.120,164.940,17770.349,0.005,96.758,1,46621.005,0.001,1306,64488.111,63182.111,64488111.02,0,6448.811,51590.489,0.002,103.181,1369863.014,0.05,68493.151,75045.143,0.154,0.126,1.188
X82,106.062,10.5814,2,Tân Bình,Tân Thành,Long An,729.000,36.000,109.000,874.000,202.000,1.120,225.760,206049.740,0.005,179.387,1,10255.186,0.001,2094,216484.312,214390.312,216484312.3,0,21648.431,173187.45,0.002,346.375,1369863.014,0.05,68493.151,90487.957,0.258,0.108,0.422
X83,105.406,10.5719,2,Tân Long,Thanh Bình,Đồng Tháp,1199.000,60.000,180.000,1439.000,19.000,1.120,20.950,141401.538,0.005,269.8,1,14794.521,0.001,2431,156465.859,154034.859,156465859,0,15646.586,125172.687,0.002,250.345,1369863.014,0.05,68493.151,84390.082,0.015,0.009,0.548
X84,105.271,10.575,2,Bình Thạnh Đông,Phú Tân,An Giang,828.000,41.000,124.000,993.000,397.000,1.120,444.860,47758.212,0.005,259.156,1,5006.393,0.001,1496,53023.76,51527.76,53023759.82,0,5302.376,42419.008,0.002,84.838,1369863.014,0.05,68493.151,73880.365,0.448,0.297,1.434
X85,106.635,10.4917,2,Phước Đông,Cần Đước,Long An,1848.000,92.000,277.000,2218.000,173.000,1.120,193.460,36722.164,0.005,189.832,1,29974.429,0.001,2621,66886.425,64265.425,66886425.19,0,6688.643,53509.14,0.002,107.018,1369863.014,0.05,68493.151,75288.811,0.087,0.074,1.172
